Space Group|Serial No.|Multiplicity|Wyckoff Letter|Site Symmetry|Position|||
||2|c|2.mm|(0,1/2,z)|(1/2,0,-z)||
||2|b|-4..|(0,0,1/2)|(1/2,1/2,1/2)||
||2|a|-4..|(0,0,0)|(1/2,1/2,0)||
P -4 21 c|391|||||||
||8|e|1|(x,y,z)|(-x,-y,z)|(y,-x,-z)|(-y,x,-z)
|||||(-x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z+1/2)|(-y+1/2,-x+1/2,z+1/2)|(y+1/2,x+1/2,z+1/2)
||4|d|2..|(0,1/2,z)|(1/2,0,-z)|(1/2,0,-z+1/2)|(0,1/2,z+1/2)
||4|c|2..|(0,0,z)|(0,0,-z)|(1/2,1/2,-z+1/2)|(1/2,1/2,z+1/2)
||2|b|-4..|(0,0,1/2)|(1/2,1/2,0)||
||2|a|-4..|(0,0,0)|(1/2,1/2,1/2)||
P -4 m 2|392|||||||
||8|l|1|(x,y,z)|(-x,-y,z)|(y,-x,-z)|(-y,x,-z)
|||||(x,-y,z)|(-x,y,z)|(y,x,-z)|(-y,-x,-z)
||4|k|.m.|(x,1/2,z)|(-x,1/2,z)|(1/2,-x,-z)|(1/2,x,-z)
||4|j|.m.|(x,0,z)|(-x,0,z)|(0,-x,-z)|(0,x,-z)
||4|i|..2|(x,x,1/2)|(-x,-x,1/2)|(x,-x,1/2)|(-x,x,1/2)
||4|h|..2|(x,x,0)|(-x,-x,0)|(x,-x,0)|(-x,x,0)
||2|g|2mm.|(0,1/2,z)|(1/2,0,-z)||
||2|f|2mm.|(1/2,1/2,z)|(1/2,1/2,-z)||
||2|e|2mm.|(0,0,z)|(0,0,-z)||
||1|d|-4m2|(0,0,1/2)|||
||1|c|-4m2|(1/2,1/2,1/2)|||
||1|b|-4m2|(1/2,1/2,0)|||
||1|a|-4m2|(0,0,0)|||
P -4 c 2|393|||||||
||8|j|1|(x,y,z)|(-x,-y,z)|(y,-x,-z)|(-y,x,-z)
|||||(x,-y,z+1/2)|(-x,y,z+1/2)|(y,x,-z+1/2)|(-y,-x,-z+1/2)
||4|i|2..|(0,1/2,z)|(1/2,0,-z)|(0,1/2,z+1/2)|(1/2,0,-z+1/2)
||4|h|2..|(1/2,1/2,z)|(1/2,1/2,-z)|(1/2,1/2,z+1/2)|(1/2,1/2,-z+1/2)
||4|g|2..|(0,0,z)|(0,0,-z)|(0,0,z+1/2)|(0,0,-z+1/2)
||4|f|..2|(x,x,3/4)|(-x,-x,3/4)|(x,-x,1/4)|(-x,x,1/4)
||4|e|..2|(x,x,1/4)|(-x,-x,1/4)|(x,-x,3/4)|(-x,x,3/4)
||2|d|-4..|(1/2,1/2,0)|(1/2,1/2,1/2)||
||2|c|-4..|(0,0,0)|(0,0,1/2)||
||2|b|2.22|(1/2,1/2,1/4)|(1/2,1/2,3/4)||
||2|a|2.22|(0,0,1/4)|(0,0,3/4)||
P -4 b 2|394|||||||
||8|i|1|(x,y,z)|(-x,-y,z)|(y,-x,-z)|(-y,x,-z)
|||||(x+1/2,-y+1/2,z)|(-x+1/2,y+1/2,z)|(y+1/2,x+1/2,-z)|(-y+1/2,-x+1/2,-z)
||4|h|..2|(x,x+1/2,1/2)|(-x,-x+1/2,1/2)|(x+1/2,-x,1/2)|(-x+1/2,x,1/2)
||4|g|..2|(x,x+1/2,0)|(-x,-x+1/2,0)|(x+1/2,-x,0)|(-x+1/2,x,0)
||4|f|2..|(0,1/2,z)|(1/2,0,-z)|(1/2,0,z)|(0,1/2,-z)
||4|e|2..|(0,0,z)|(0,0,-z)|(1/2,1/2,z)|(1/2,1/2,-z)
||2|d|2.22|(0,1/2,1/2)|(1/2,0,1/2)||
||2|c|2.22|(0,1/2,0)|(1/2,0,0)||
||2|b|-4..|(0,0,1/2)|(1/2,1/2,1/2)||
||2|a|-4..|(0,0,0)|(1/2,1/2,0)||
P -4 n 2|395|||||||
||8|i|1|(x,y,z)|(-x,-y,z)|(y,-x,-z)|(-y,x,-z)
|||||(x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z+1/2)|(y+1/2,x+1/2,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)
||4|h|2..|(0,1/2,z)|(1/2,0,-z)|(1/2,0,z+1/2)|(0,1/2,-z+1/2)
||4|g|..2|(x,x+1/2,1/4)|(-x,-x+1/2,1/4)|(x+1/2,-x,3/4)|(-x+1/2,x,3/4)
||4|f|..2|(x,-x+1/2,1/4)|(-x,x+1/2,1/4)|(-x+1/2,-x,3/4)|(x+1/2,x,3/4)
||4|e|2..|(0,0,z)|(0,0,-z)|(1/2,1/2,z+1/2)|(1/2,1/2,-z+1/2)
||2|d|2.22|(0,1/2,3/4)|(1/2,0,1/4)||
||2|c|2.22|(0,1/2,1/4)|(1/2,0,3/4)||
||2|b|-4..|(0,0,1/2)|(1/2,1/2,0)||
||2|a|-4..|(0,0,0)|(1/2,1/2,1/2)||
I -4 m 2|396|||||||
||16|j|1|(x,y,z)|(-x,-y,z)|(y,-x,-z)|(-y,x,-z)
|||||(x,-y,z)|(-x,y,z)|(y,x,-z)|(-y,-x,-z)
||8|i|.m.|(x,0,z)|(-x,0,z)|(0,-x,-z)|(0,x,-z)
||8|h|..2|(x,x+1/2,1/4)|(-x,-x+1/2,1/4)|(x+1/2,-x,3/4)|(-x+1/2,x,3/4)
||8|g|..2|(x,x,0)|(-x,-x,0)|(x,-x,0)|(-x,x,0)
||4|f|2mm.|(0,1/2,z)|(1/2,0,-z)||
||4|e|2mm.|(0,0,z)|(0,0,-z)||
||2|d|-4m2|(0,1/2,3/4)|||
||2|c|-4m2|(0,1/2,1/4)|||
||2|b|-4m2|(0,0,1/2)|||
||2|a|-4m2|(0,0,0)|||
I -4 c 2|397|||||||
||16|i|1|(x,y,z)|(-x,-y,z)|(y,-x,-z)|(-y,x,-z)
|||||(x,-y,z+1/2)|(-x,y,z+1/2)|(y,x,-z+1/2)|(-y,-x,-z+1/2)
||8|h|..2|(x,x+1/2,0)|(-x,-x+1/2,0)|(x+1/2,-x,0)|(-x+1/2,x,0)
||8|g|2..|(0,1/2,z)|(1/2,0,-z)|(0,1/2,z+1/2)|(1/2,0,-z+1/2)
||8|f|2..|(0,0,z)|(0,0,-z)|(0,0,z+1/2)|(0,0,-z+1/2)
||8|e|..2|(x,x,1/4)|(-x,-x,1/4)|(x,-x,3/4)|(-x,x,3/4)
||4|d|2.22|(0,1/2,0)|(1/2,0,0)||
||4|c|-4..|(0,1/2,1/4)|(0,1/2,3/4)||
||4|b|-4..|(0,0,0)|(0,0,1/2)||
||4|a|2.22|(0,0,1/4)|(0,0,3/4)||
I -4 2 m|398|||||||
||16|j|1|(x,y,z)|(-x,-y,z)|(y,-x,-z)|(-y,x,-z)
|||||(-x,y,-z)|(x,-y,-z)|(-y,-x,z)|(y,x,z)
||8|i|..m|(x,x,z)|(-x,-x,z)|(x,-x,-z)|(-x,x,-z)
||8|h|2..|(0,1/2,z)|(1/2,0,-z)|(0,1/2,-z)|(1/2,0,z)
||8|g|.2.|(x,0,1/2)|(-x,0,1/2)|(0,-x,1/2)|(0,x,1/2)
||8|f|.2.|(x,0,0)|(-x,0,0)|(0,-x,0)|(0,x,0)
||4|e|2.mm|(0,0,z)|(0,0,-z)||
||4|d|-4..|(0,1/2,1/4)|(0,1/2,3/4)||
||4|c|222|(0,1/2,0)|(1/2,0,0)||
||2|b|-42m|(0,0,1/2)|||
||2|a|-42m|(0,0,0)|||
I -4 2 d|399|||||||
||16|e|1|(x,y,z)|(-x,-y,z)|(y,-x,-z)|(-y,x,-z)
|||||(-x+1/2,y,-z+3/4)|(x+1/2,-y,-z+3/4)|(-y+1/2,-x,z+3/4)|(y+1/2,x,z+3/4)
||8|d|.2.|(x,1/4,1/8)|(-x,3/4,1/8)|(1/4,-x,7/8)|(3/4,x,7/8)
||8|c|2..|(0,0,z)|(0,0,-z)|(1/2,0,-z+3/4)|(1/2,0,z+3/4)
||4|b|-4..|(0,0,1/2)|(1/2,0,1/4)||
||4|a|-4..|(0,0,0)|(1/2,0,3/4)||
P 4/m 2/m 2/m|400|||||||
||16|u|1|(x,y,z)|(-x,-y,z)|(-y,x,z)|(y,-x,z)
|||||(-x,y,-z)|(x,-y,-z)|(y,x,-z)|(-y,-x,-z)
|||||(-x,-y,-z)|(x,y,-z)|(y,-x,-z)|(-y,x,-z)
|||||(x,-y,z)|(-x,y,z)|(-y,-x,z)|(y,x,z)
||8|t|.m.|(x,1/2,z)|(-x,1/2,z)|(1/2,x,z)|(1/2,-x,z)
|||||(-x,1/2,-z)|(x,1/2,-z)|(1/2,x,-z)|(1/2,-x,-z)
||8|s|.m.|(x,0,z)|(-x,0,z)|(0,x,z)|(0,-x,z)
|||||(-x,0,-z)|(x,0,-z)|(0,x,-z)|(0,-x,-z)
||8|r|..m|(x,x,z)|(-x,-x,z)|(-x,x,z)|(x,-x,z)
|||||(-x,x,-z)|(x,-x,-z)|(x,x,-z)|(-x,-x,-z)
||8|q|m..|(x,y,1/2)|(-x,-y,1/2)|(-y,x,1/2)|(y,-x,1/2)
|||||(-x,y,1/2)|(x,-y,1/2)|(y,x,1/2)|(-y,-x,1/2)
||8|p|m..|(x,y,0)|(-x,-y,0)|(-y,x,0)|(y,-x,0)
|||||(-x,y,0)|(x,-y,0)|(y,x,0)|(-y,-x,0)
||4|o|m2m.|(x,1/2,1/2)|(-x,1/2,1/2)|(1/2,x,1/2)|(1/2,-x,1/2)
||4|n|m2m.|(x,1/2,0)|(-x,1/2,0)|(1/2,x,0)|(1/2,-x,0)
||4|m|m2m.|(x,0,1/2)|(-x,0,1/2)|(0,x,1/2)|(0,-x,1/2)
||4|l|m2m.|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
||4|k|m.2m|(x,x,1/2)|(-x,-x,1/2)|(-x,x,1/2)|(x,-x,1/2)
||4|j|m.2m|(x,x,0)|(-x,-x,0)|(-x,x,0)|(x,-x,0)
||4|i|2mm.|(0,1/2,z)|(1/2,0,z)|(0,1/2,-z)|(1/2,0,-z)
||2|h|4mm|(1/2,1/2,z)|(1/2,1/2,-z)||
||2|g|4mm|(0,0,z)|(0,0,-z)||
||2|f|mmm.|(0,1/2,0)|(1/2,0,0)||
||2|e|mmm.|(0,1/2,1/2)|(1/2,0,1/2)||
||1|d|4/mmm|(1/2,1/2,1/2)|||
||1|c|4/mmm|(1/2,1/2,0)|||
||1|b|4/mmm|(0,0,1/2)|||
||1|a|4/mmm|(0,0,0)|||
P 4/m 2/c 2/c|401|||||||
||16|n|1|(x,y,z)|(-x,-y,z)|(-y,x,z)|(y,-x,z)
|||||(-x,y,-z+1/2)|(x,-y,-z+1/2)|(y,x,-z+1/2)|(-y,-x,-z+1/2)
|||||(-x,-y,-z)|(x,y,-z)|(y,-x,-z)|(-y,x,-z)
|||||(x,-y,z+1/2)|(-x,y,z+1/2)|(-y,-x,z+1/2)|(y,x,z+1/2)
||8|m|m..|(x,y,0)|(-x,-y,0)|(-y,x,0)|(y,-x,0)
|||||(-x,y,1/2)|(x,-y,1/2)|(y,x,1/2)|(-y,-x,1/2)
||8|l|.2.|(x,1/2,1/4)|(-x,1/2,1/4)|(1/2,x,1/4)|(1/2,-x,1/4)
|||||(-x,1/2,3/4)|(x,1/2,3/4)|(1/2,-x,3/4)|(1/2,x,3/4)
||8|k|.2.|(x,0,1/4)|(-x,0,1/4)|(0,x,1/4)|(0,-x,1/4)
|||||(-x,0,3/4)|(x,0,3/4)|(0,-x,3/4)|(0,x,3/4)
||8|j|..2|(x,x,1/4)|(-x,-x,1/4)|(-x,x,1/4)|(x,-x,1/4)
|||||(-x,-x,3/4)|(x,x,3/4)|(x,-x,3/4)|(-x,x,3/4)
||8|i|2..|(0,1/2,z)|(1/2,0,z)|(0,1/2,-z+1/2)|(1/2,0,-z+1/2)
|||||(0,1/2,-z)|(1/2,0,-z)|(0,1/2,z+1/2)|(1/2,0,z+1/2)
||4|h|4..|(1/2,1/2,z)|(1/2,1/2,-z+1/2)|(1/2,1/2,-z)|(1/2,1/2,z+1/2)
||4|g|4..|(0,0,z)|(0,0,-z+1/2)|(0,0,-z)|(0,0,z+1/2)
||4|f|222|(0,1/2,1/4)|(1/2,0,1/4)|(0,1/2,3/4)|(1/2,0,3/4)
||4|e|2/m..|(0,1/2,0)|(1/2,0,0)|(0,1/2,1/2)|(1/2,0,1/2)
||2|d|4/m..|(1/2,1/2,0)|(1/2,1/2,1/2)||
||2|c|422|(1/2,1/2,1/4)|(1/2,1/2,3/4)||
||2|b|4/m..|(0,0,0)|(0,0,1/2)||
||2|a|422|(0,0,1/4)|(0,0,3/4)||
P 4/n 2/b 2/m|402|||||||
||16|n|1|(x,y,z)|(-x,-y,z)|(-y,x,z)|(y,-x,z)
|||||(-x,y,-z)|(x,-y,-z)|(y,x,-z)|(-y,-x,-z)
|||||(-x+1/2,-y+1/2,-z)|(x+1/2,y+1/2,-z)|(y+1/2,-x+1/2,-z)|(-y+1/2,x+1/2,-z)
|||||(x+1/2,-y+1/2,z)|(-x+1/2,y+1/2,z)|(-y+1/2,-x+1/2,z)|(y+1/2,x+1/2,z)
||8|m|..m|(x,x+1/2,z)|(-x,-x+1/2,z)|(-x+1/2,x,z)|(x+1/2,-x,z)
|||||(-x,x+1/2,-z)|(x,-x+1/2,-z)|(x+1/2,x,-z)|(-x+1/2,-x,-z)
||8|l|.2.|(x,0,1/2)|(-x,0,1/2)|(0,x,1/2)|(0,-x,1/2)
|||||(-x+1/2,1/2,1/2)|(x+1/2,1/2,1/2)|(1/2,-x+1/2,1/2)|(1/2,x+1/2,1/2)
||8|k|.2.|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
|||||(-x+1/2,1/2,0)|(x+1/2,1/2,0)|(1/2,-x+1/2,0)|(1/2,x+1/2,0)
||8|j|..2|(x,x,1/2)|(-x,-x,1/2)|(-x,x,1/2)|(x,-x,1/2)
|||||(-x+1/2,-x+1/2,1/2)|(x+1/2,x+1/2,1/2)|(x+1/2,-x+1/2,1/2)|(-x+1/2,x+1/2,1/2)
||8|i|..2|(x,x,0)|(-x,-x,0)|(-x,x,0)|(x,-x,0)
|||||(-x+1/2,-x+1/2,0)|(x+1/2,x+1/2,0)|(x+1/2,-x+1/2,0)|(-x+1/2,x+1/2,0)
||4|h|2.mm|(0,1/2,z)|(1/2,0,z)|(0,1/2,-z)|(1/2,0,-z)
||4|g|4..|(0,0,z)|(0,0,-z)|(1/2,1/2,-z)|(1/2,1/2,z)
||4|f|..2/m|(1/4,1/4,1/2)|(3/4,3/4,1/2)|(3/4,1/4,1/2)|(1/4,3/4,1/2)
||4|e|..2/m|(1/4,1/4,0)|(3/4,3/4,0)|(3/4,1/4,0)|(1/4,3/4,0)
||2|d|-42m|(0,1/2,1/2)|(1/2,0,1/2)||
||2|c|-42m|(0,1/2,0)|(1/2,0,0)||
||2|b|422|(0,0,1/2)|(1/2,1/2,1/2)||
||2|a|422|(0,0,0)|(1/2,1/2,0)||
P 4/n 2/b 2/m|403|||||||
||16|n|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-y+1/2,x,z)|(y,-x+1/2,z)
|||||(-x+1/2,y,-z)|(x,-y+1/2,-z)|(y,x,-z)|(-y+1/2,-x+1/2,-z)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(y+1/2,-x,-z)|(-y,x+1/2,-z)
|||||(x+1/2,-y,z)|(-x,y+1/2,z)|(-y,-x,z)|(y+1/2,x+1/2,z)
||8|m|..m|(x,-x,z)|(-x+1/2,x+1/2,z)|(x+1/2,x,z)|(-x,-x+1/2,z)
|||||(-x+1/2,-x,-z)|(x,x+1/2,-z)|(-x,x,-z)|(x+1/2,-x+1/2,-z)
||8|l|.2.|(x,1/4,1/2)|(-x+1/2,1/4,1/2)|(1/4,x,1/2)|(1/4,-x+1/2,1/2)
|||||(-x,3/4,1/2)|(x+1/2,3/4,1/2)|(3/4,-x,1/2)|(3/4,x+1/2,1/2)
||8|k|.2.|(x,1/4,0)|(-x+1/2,1/4,0)|(1/4,x,0)|(1/4,-x+1/2,0)
|||||(-x,3/4,0)|(x+1/2,3/4,0)|(3/4,-x,0)|(3/4,x+1/2,0)
||8|j|..2|(x,x,1/2)|(-x+1/2,-x+1/2,1/2)|(-x+1/2,x,1/2)|(x,-x+1/2,1/2)
|||||(-x,-x,1/2)|(x+1/2,x+1/2,1/2)|(x+1/2,-x,1/2)|(-x,x+1/2,1/2)
||8|i|..2|(x,x,0)|(-x+1/2,-x+1/2,0)|(-x+1/2,x,0)|(x,-x+1/2,0)
|||||(-x,-x,0)|(x+1/2,x+1/2,0)|(x+1/2,-x,0)|(-x,x+1/2,0)
||4|h|2.mm|(3/4,1/4,z)|(1/4,3/4,z)|(3/4,1/4,-z)|(1/4,3/4,-z)
||4|g|4..|(1/4,1/4,z)|(1/4,1/4,-z)|(3/4,3/4,-z)|(3/4,3/4,z)
||4|f|..2/m|(0,0,1/2)|(1/2,1/2,1/2)|(1/2,0,1/2)|(0,1/2,1/2)
||4|e|..2/m|(0,0,0)|(1/2,1/2,0)|(1/2,0,0)|(0,1/2,0)
||2|d|-42m|(3/4,1/4,1/2)|(1/4,3/4,1/2)||
||2|c|-42m|(3/4,1/4,0)|(1/4,3/4,0)||
||2|b|422|(1/4,1/4,1/2)|(3/4,3/4,1/2)||
||2|a|422|(1/4,1/4,0)|(3/4,3/4,0)||
P 4/n 2/n 2/c|404|||||||
||16|k|1|(x,y,z)|(-x,-y,z)|(-y,x,z)|(y,-x,z)
|||||(-x,y,-z)|(x,-y,-z)|(y,x,-z)|(-y,-x,-z)
|||||(-x+1/2,-y+1/2,-z+1/2)|(x+1/2,y+1/2,-z+1/2)|(y+1/2,-x+1/2,-z+1/2)|(-y+1/2,x+1/2,-z+1/2)
|||||(x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z+1/2)|(-y+1/2,-x+1/2,z+1/2)|(y+1/2,x+1/2,z+1/2)
||8|j|.2.|(x,0,1/2)|(-x,0,1/2)|(0,x,1/2)|(0,-x,1/2)
|||||(-x+1/2,1/2,0)|(x+1/2,1/2,0)|(1/2,-x+1/2,0)|(1/2,x+1/2,0)
||8|i|.2.|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
|||||(-x+1/2,1/2,1/2)|(x+1/2,1/2,1/2)|(1/2,-x+1/2,1/2)|(1/2,x+1/2,1/2)
||8|h|..2|(x,x,0)|(-x,-x,0)|(-x,x,0)|(x,-x,0)
|||||(-x+1/2,-x+1/2,1/2)|(x+1/2,x+1/2,1/2)|(x+1/2,-x+1/2,1/2)|(-x+1/2,x+1/2,1/2)
||8|g|2..|(1/2,0,z)|(0,1/2,z)|(1/2,0,-z)|(0,1/2,-z)
|||||(0,1/2,-z+1/2)|(1/2,0,-z+1/2)|(0,1/2,z+1/2)|(1/2,0,z+1/2)
||8|f|-1|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(3/4,1/4,1/4)|(1/4,3/4,1/4)
|||||(3/4,1/4,3/4)|(1/4,3/4,3/4)|(1/4,1/4,3/4)|(3/4,3/4,3/4)
||4|e|4..|(0,0,z)|(0,0,-z)|(1/2,1/2,-z+1/2)|(1/2,1/2,z+1/2)
||4|d|-4..|(1/2,0,1/4)|(0,1/2,1/4)|(1/2,0,3/4)|(0,1/2,3/4)
||4|c|222|(1/2,0,0)|(0,1/2,0)|(0,1/2,1/2)|(1/2,0,1/2)
||2|b|422|(0,0,1/2)|(1/2,1/2,0)||
||2|a|422|(0,0,0)|(1/2,1/2,1/2)||
P 4/n 2/n 2/c|405|||||||
||16|k|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-y+1/2,x,z)|(y,-x+1/2,z)
|||||(-x+1/2,y,-z+1/2)|(x,-y+1/2,-z+1/2)|(y,x,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(y+1/2,-x,-z)|(-y,x+1/2,-z)
|||||(x+1/2,-y,z+1/2)|(-x,y+1/2,z+1/2)|(-y,-x,z+1/2)|(y+1/2,x+1/2,z+1/2)
||8|j|.2.|(x,3/4,1/4)|(-x+1/2,3/4,1/4)|(3/4,x,1/4)|(3/4,-x+1/2,1/4)
|||||(-x,1/4,3/4)|(x+1/2,1/4,3/4)|(1/4,-x,3/4)|(1/4,x+1/2,3/4)
||8|i|.2.|(x,1/4,1/4)|(-x+1/2,1/4,1/4)|(1/4,x,1/4)|(1/4,-x+1/2,1/4)
|||||(-x,3/4,3/4)|(x+1/2,3/4,3/4)|(3/4,-x,3/4)|(3/4,x+1/2,3/4)
||8|h|..2|(x,x,1/4)|(-x+1/2,-x+1/2,1/4)|(-x+1/2,x,1/4)|(x,-x+1/2,1/4)
|||||(-x,-x,3/4)|(x+1/2,x+1/2,3/4)|(x+1/2,-x,3/4)|(-x,x+1/2,3/4)
||8|g|2..|(1/4,3/4,z)|(3/4,1/4,z)|(1/4,3/4,-z+1/2)|(3/4,1/4,-z+1/2)
|||||(3/4,1/4,-z)|(1/4,3/4,-z)|(3/4,1/4,z+1/2)|(1/4,3/4,z+1/2)
||8|f|-1|(0,0,0)|(1/2,1/2,0)|(1/2,0,0)|(0,1/2,0)
|||||(1/2,0,1/2)|(0,1/2,1/2)|(0,0,1/2)|(1/2,1/2,1/2)
||4|e|4..|(1/4,1/4,z)|(1/4,1/4,-z+1/2)|(3/4,3/4,-z)|(3/4,3/4,z+1/2)
||4|d|-4..|(1/4,3/4,0)|(3/4,1/4,0)|(1/4,3/4,1/2)|(3/4,1/4,1/2)
||4|c|222|(1/4,3/4,3/4)|(3/4,1/4,3/4)|(3/4,1/4,1/4)|(1/4,3/4,1/4)
||2|b|422|(1/4,1/4,3/4)|(3/4,3/4,1/4)||
||2|a|422|(1/4,1/4,1/4)|(3/4,3/4,3/4)||
P 4/m 21/b m|406|||||||
||16|l|1|(x,y,z)|(-x,-y,z)|(-y,x,z)|(y,-x,z)
|||||(-x+1/2,y+1/2,-z)|(x+1/2,-y+1/2,-z)|(y+1/2,x+1/2,-z)|(-y+1/2,-x+1/2,-z)
|||||(-x,-y,-z)|(x,y,-z)|(y,-x,-z)|(-y,x,-z)
|||||(x+1/2,-y+1/2,z)|(-x+1/2,y+1/2,z)|(-y+1/2,-x+1/2,z)|(y+1/2,x+1/2,z)
||8|k|..m|(x,x+1/2,z)|(-x,-x+1/2,z)|(-x+1/2,x,z)|(x+1/2,-x,z)
|||||(-x+1/2,x,-z)|(x+1/2,-x,-z)|(x,x+1/2,-z)|(-x,-x+1/2,-z)
||8|j|m..|(x,y,1/2)|(-x,-y,1/2)|(-y,x,1/2)|(y,-x,1/2)
|||||(-x+1/2,y+1/2,1/2)|(x+1/2,-y+1/2,1/2)|(y+1/2,x+1/2,1/2)|(-y+1/2,-x+1/2,1/2)
||8|i|m..|(x,y,0)|(-x,-y,0)|(-y,x,0)|(y,-x,0)
|||||(-x+1/2,y+1/2,0)|(x+1/2,-y+1/2,0)|(y+1/2,x+1/2,0)|(-y+1/2,-x+1/2,0)
||4|h|m.2m|(x,x+1/2,1/2)|(-x,-x+1/2,1/2)|(-x+1/2,x,1/2)|(x+1/2,-x,1/2)
||4|g|m.2m|(x,x+1/2,0)|(-x,-x+1/2,0)|(-x+1/2,x,0)|(x+1/2,-x,0)
||4|f|2.mm|(0,1/2,z)|(1/2,0,z)|(1/2,0,-z)|(0,1/2,-z)
||4|e|4..|(0,0,z)|(1/2,1/2,-z)|(0,0,-z)|(1/2,1/2,z)
||2|d|m.mm|(0,1/2,0)|(1/2,0,0)||
||2|c|m.mm|(0,1/2,1/2)|(1/2,0,1/2)||
||2|b|4/m..|(0,0,1/2)|(1/2,1/2,1/2)||
||2|a|4/m..|(0,0,0)|(1/2,1/2,0)||
P 4/m 21/n c|407|||||||
||16|i|1|(x,y,z)|(-x,-y,z)|(-y,x,z)|(y,-x,z)
|||||(-x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z+1/2)|(y+1/2,x+1/2,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)
|||||(-x,-y,-z)|(x,y,-z)|(y,-x,-z)|(-y,x,-z)
|||||(x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z+1/2)|(-y+1/2,-x+1/2,z+1/2)|(y+1/2,x+1/2,z+1/2)
||8|h|m..|(x,y,0)|(-x,-y,0)|(-y,x,0)|(y,-x,0)
|||||(-x+1/2,y+1/2,1/2)|(x+1/2,-y+1/2,1/2)|(y+1/2,x+1/2,1/2)|(-y+1/2,-x+1/2,1/2)
||8|g|..2|(x,x+1/2,1/4)|(-x,-x+1/2,1/4)|(-x+1/2,x,1/4)|(x+1/2,-x,1/4)
|||||(-x,-x+1/2,3/4)|(x,x+1/2,3/4)|(x+1/2,-x,3/4)|(-x+1/2,x,3/4)
||8|f|2..|(0,1/2,z)|(1/2,0,z)|(1/2,0,-z+1/2)|(0,1/2,-z+1/2)
|||||(0,1/2,-z)|(1/2,0,-z)|(1/2,0,z+1/2)|(0,1/2,z+1/2)
||4|e|4..|(0,0,z)|(1/2,1/2,-z+1/2)|(0,0,-z)|(1/2,1/2,z+1/2)
||4|d|2.22|(0,1/2,1/4)|(1/2,0,1/4)|(0,1/2,3/4)|(1/2,0,3/4)
||4|c|2/m..|(0,1/2,0)|(1/2,0,0)|(1/2,0,1/2)|(0,1/2,1/2)
||2|b|4/m..|(0,0,1/2)|(1/2,1/2,0)||
||2|a|4/m..|(0,0,0)|(1/2,1/2,1/2)||
P 4/n 21/m m|408|||||||
||16|k|1|(x,y,z)|(-x,-y,z)|(-y+1/2,x+1/2,z)|(y+1/2,-x+1/2,z)
|||||(-x+1/2,y+1/2,-z)|(x+1/2,-y+1/2,-z)|(y,x,-z)|(-y,-x,-z)
|||||(-x+1/2,-y+1/2,-z)|(x+1/2,y+1/2,-z)|(y,-x,-z)|(-y,x,-z)
|||||(x,-y,z)|(-x,y,z)|(-y+1/2,-x+1/2,z)|(y+1/2,x+1/2,z)
||8|j|..m|(x,x+1/2,z)|(-x,-x+1/2,z)|(-x,x+1/2,z)|(x,-x+1/2,z)
|||||(-x+1/2,x,-z)|(x+1/2,-x,-z)|(x+1/2,x,-z)|(-x+1/2,-x,-z)
||8|i|.m.|(0,y,z)|(0,-y,z)|(-y+1/2,1/2,z)|(y+1/2,1/2,z)
|||||(1/2,y+1/2,-z)|(1/2,-y+1/2,-z)|(y,0,-z)|(-y,0,-z)
||8|h|..2|(x,x,1/2)|(-x,-x,1/2)|(-x+1/2,x+1/2,1/2)|(x+1/2,-x+1/2,1/2)
|||||(-x+1/2,-x+1/2,1/2)|(x+1/2,x+1/2,1/2)|(x,-x,1/2)|(-x,x,1/2)
||8|g|..2|(x,x,0)|(-x,-x,0)|(-x+1/2,x+1/2,0)|(x+1/2,-x+1/2,0)
|||||(-x+1/2,-x+1/2,0)|(x+1/2,x+1/2,0)|(x,-x,0)|(-x,x,0)
||4|f|2mm.|(0,0,z)|(1/2,1/2,z)|(1/2,1/2,-z)|(0,0,-z)
||4|e|..2/m|(1/4,1/4,1/2)|(3/4,3/4,1/2)|(1/4,3/4,1/2)|(3/4,1/4,1/2)
||4|d|..2/m|(1/4,1/4,0)|(3/4,3/4,0)|(1/4,3/4,0)|(3/4,1/4,0)
||2|c|4mm|(0,1/2,z)|(1/2,0,-z)||
||2|b|-4m2|(0,0,1/2)|(1/2,1/2,1/2)||
||2|a|-4m2|(0,0,0)|(1/2,1/2,0)||
P 4/n 21/m m|409|||||||
||16|k|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-y+1/2,x,z)|(y,-x+1/2,z)
