Space Group|Serial No.|Multiplicity|Wyckoff Letter|Site Symmetry|Position|||
||6|i|..2|(x,2x,0)|(-2x,-x,1/3)|(x,-x,2/3)|(-x,-2x,0)
|||||(2x,x,1/3)|(-x,x,2/3)||
||6|h|.2.|(x,0,1/2)|(0,x,5/6)|(-x,-x,1/6)|(-x,0,1/2)
|||||(0,-x,5/6)|(x,x,1/6)||
||6|g|.2.|(x,0,0)|(0,x,1/3)|(-x,-x,2/3)|(-x,0,0)
|||||(0,-x,1/3)|(x,x,2/3)||
||6|f|2..|(1/2,0,z)|(0,1/2,z+1/3)|(1/2,1/2,z+2/3)|(0,1/2,-z+1/3)
|||||(1/2,0,-z)|(1/2,1/2,-z+2/3)||
||6|e|2..|(0,0,z)|(0,0,z+1/3)|(0,0,z+2/3)|(0,0,-z+1/3)
|||||(0,0,-z)|(0,0,-z+2/3)||
||3|d|222|(1/2,0,1/2)|(0,1/2,5/6)|(1/2,1/2,1/6)|
||3|c|222|(1/2,0,0)|(0,1/2,1/3)|(1/2,1/2,2/3)|
||3|b|222|(0,0,1/2)|(0,0,5/6)|(0,0,1/6)|
||3|a|222|(0,0,0)|(0,0,1/3)|(0,0,2/3)|
P 63 2 2|476|||||||
||12|i|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(-x,-y,z+1/2)
|||||(y,-x+y,z+1/2)|(x-y,x,z+1/2)|(y,x,-z)|(x-y,-y,-z)
|||||(-x,-x+y,-z)|(-y,-x,-z+1/2)|(-x+y,y,-z+1/2)|(x,x-y,-z+1/2)
||6|h|..2|(x,2x,1/4)|(-2x,-x,1/4)|(x,-x,1/4)|(-x,-2x,3/4)
|||||(2x,x,3/4)|(-x,x,3/4)||
||6|g|.2.|(x,0,0)|(0,x,0)|(-x,-x,0)|(-x,0,1/2)
|||||(0,-x,1/2)|(x,x,1/2)||
||4|f|3..|(1/3,2/3,z)|(2/3,1/3,z+1/2)|(2/3,1/3,-z)|(1/3,2/3,-z+1/2)
||4|e|3..|(0,0,z)|(0,0,z+1/2)|(0,0,-z)|(0,0,-z+1/2)
||2|d|3.2|(1/3,2/3,3/4)|(2/3,1/3,1/4)||
||2|c|3.2|(1/3,2/3,1/4)|(2/3,1/3,3/4)||
||2|b|3.2|(0,0,1/4)|(0,0,3/4)||
||2|a|32|(0,0,0)|(0,0,1/2)||
P 6 m m|477|||||||
||12|f|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(-x,-y,z)
|||||(y,-x+y,z)|(x-y,x,z)|(-y,-x,z)|(-x+y,y,z)
|||||(x,x-y,z)|(y,x,z)|(x-y,-y,z)|(-x,-x+y,z)
||6|e|.m.|(x,-x,z)|(x,2x,z)|(-2x,-x,z)|(-x,x,z)
|||||(-x,-2x,z)|(2x,x,z)||
||6|d|..m|(x,0,z)|(0,x,z)|(-x,-x,z)|(-x,0,z)
|||||(0,-x,z)|(x,x,z)||
||3|c|2mm|(1/2,0,z)|(0,1/2,z)|(1/2,1/2,z)|
||2|b|3m.|(1/3,2/3,z)|(2/3,1/3,z)||
||1|a|6mm|(0,0,z)|||
P 6 c c|478|||||||
||12|d|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(-x,-y,z)
|||||(y,-x+y,z)|(x-y,x,z)|(-y,-x,z+1/2)|(-x+y,y,z+1/2)
|||||(x,x-y,z+1/2)|(y,x,z+1/2)|(x-y,-y,z+1/2)|(-x,-x+y,z+1/2)
||6|c|2..|(1/2,0,z)|(0,1/2,z)|(1/2,1/2,z)|(0,1/2,z+1/2)
|||||(1/2,0,z+1/2)|(1/2,1/2,z+1/2)||
||4|b|3..|(1/3,2/3,z)|(2/3,1/3,z)|(1/3,2/3,z+1/2)|(2/3,1/3,z+1/2)
||2|a|6..|(0,0,z)|(0,0,z+1/2)||
P 63 c m|479|||||||
||12|d|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(-x,-y,z+1/2)
|||||(y,-x+y,z+1/2)|(x-y,x,z+1/2)|(-y,-x,z+1/2)|(-x+y,y,z+1/2)
|||||(x,x-y,z+1/2)|(y,x,z)|(x-y,-y,z)|(-x,-x+y,z)
||6|c|..m|(x,0,z)|(0,x,z)|(-x,-x,z)|(-x,0,z+1/2)
|||||(0,-x,z+1/2)|(x,x,z+1/2)||
||4|b|3..|(1/3,2/3,z)|(2/3,1/3,z+1/2)|(1/3,2/3,z+1/2)|(2/3,1/3,z)
||2|a|3.m|(0,0,z)|(0,0,z+1/2)||
P 63 m c|480|||||||
||12|d|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(-x,-y,z+1/2)
|||||(y,-x+y,z+1/2)|(x-y,x,z+1/2)|(-y,-x,z)|(-x+y,y,z)
|||||(x,x-y,z)|(y,x,z+1/2)|(x-y,-y,z+1/2)|(-x,-x+y,z+1/2)
||6|c|.m.|(x,-x,z)|(x,2x,z)|(-2x,-x,z)|(-x,x,z+1/2)
|||||(-x,-2x,z+1/2)|(2x,x,z+1/2)||
||2|b|3m.|(1/3,2/3,z)|(2/3,1/3,z+1/2)||
||2|a|3m.|(0,0,z)|(0,0,z+1/2)||
P -6 m 2|481|||||||
||12|o|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(x,y,-z)
|||||(-y,x-y,-z)|(-x+y,-x,-z)|(-y,-x,z)|(-x+y,y,z)
|||||(x,x-y,z)|(-y,-x,-z)|(-x+y,y,-z)|(x,x-y,-z)
||6|n|.m.|(x,-x,z)|(x,2x,z)|(-2x,-x,z)|(x,-x,-z)
|||||(x,2x,-z)|(-2x,-x,-z)||
||6|m|m..|(x,y,1/2)|(-y,x-y,1/2)|(-x+y,-x,1/2)|(-y,-x,1/2)
|||||(-x+y,y,1/2)|(x,x-y,1/2)||
||6|l|m..|(x,y,0)|(-y,x-y,0)|(-x+y,-x,0)|(-y,-x,0)
|||||(-x+y,y,0)|(x,x-y,0)||
||3|k|mm2|(x,-x,1/2)|(x,2x,1/2)|(-2x,-x,1/2)|
||3|j|mm2|(x,-x,0)|(x,2x,0)|(-2x,-x,0)|
||2|i|3m.|(2/3,1/3,z)|(2/3,1/3,-z)||
||2|h|3m.|(1/3,2/3,z)|(1/3,2/3,-z)||
||2|g|3m.|(0,0,z)|(0,0,-z)||
||1|f|-6m2|(2/3,1/3,1/2)|||
||1|e|-6m2|(2/3,1/3,0)|||
||1|d|-6m2|(1/3,2/3,1/2)|||
||1|c|-6m2|(1/3,2/3,0)|||
||1|b|-6m2|(0,0,1/2)|||
||1|a|-6m2|(0,0,0)|||
P -6 c 2|482|||||||
||12|l|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(x,y,-z+1/2)
|||||(-y,x-y,-z+1/2)|(-x+y,-x,-z+1/2)|(-y,-x,z+1/2)|(-x+y,y,z+1/2)
|||||(x,x-y,z+1/2)|(-y,-x,-z)|(-x+y,y,-z)|(x,x-y,-z)
||6|k|m..|(x,y,1/4)|(-y,x-y,1/4)|(-x+y,-x,1/4)|(-y,-x,3/4)
|||||(-x+y,y,3/4)|(x,x-y,3/4)||
||6|j|..2|(x,-x,0)|(x,2x,0)|(-2x,-x,0)|(x,-x,1/2)
|||||(x,2x,1/2)|(-2x,-x,1/2)||
||4|i|3..|(2/3,1/3,z)|(2/3,1/3,-z+1/2)|(2/3,1/3,z+1/2)|(2/3,1/3,-z)
||4|h|3..|(1/3,2/3,z)|(1/3,2/3,-z+1/2)|(1/3,2/3,z+1/2)|(1/3,2/3,-z)
||4|g|3..|(0,0,z)|(0,0,-z+1/2)|(0,0,z+1/2)|(0,0,-z)
||2|f|-6..|(2/3,1/3,1/4)|(2/3,1/3,3/4)||
||2|e|3.2|(2/3,1/3,0)|(2/3,1/3,1/2)||
||2|d|-6..|(1/3,2/3,1/4)|(1/3,2/3,3/4)||
||2|c|3.2|(1/3,2/3,0)|(1/3,2/3,1/2)||
||2|b|-6..|(0,0,1/4)|(0,0,3/4)||
||2|a|3.2|(0,0,0)|(0,0,1/2)||
P -6 2 m|483|||||||
||12|l|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(x,y,-z)
|||||(-y,x-y,-z)|(-x+y,-x,-z)|(y,x,-z)|(x-y,-y,-z)
|||||(-x,-x+y,-z)|(y,x,z)|(x-y,-y,z)|(-x,-x+y,z)
||6|k|m..|(x,y,1/2)|(-y,x-y,1/2)|(-x+y,-x,1/2)|(y,x,1/2)
|||||(x-y,-y,1/2)|(-x,-x+y,1/2)||
||6|j|m..|(x,y,0)|(-y,x-y,0)|(-x+y,-x,0)|(y,x,0)
|||||(x-y,-y,0)|(-x,-x+y,0)||
||6|i|..m|(x,0,z)|(0,x,z)|(-x,-x,z)|(x,0,-z)
|||||(0,x,-z)|(-x,-x,-z)||
||4|h|3..|(1/3,2/3,z)|(1/3,2/3,-z)|(2/3,1/3,-z)|(2/3,1/3,z)
||3|g|m2m|(x,0,1/2)|(0,x,1/2)|(-x,-x,1/2)|
||3|f|m2m|(x,0,0)|(0,x,0)|(-x,-x,0)|
||2|e|3.m|(0,0,z)|(0,0,-z)||
||2|d|-6..|(1/3,2/3,1/2)|(2/3,1/3,1/2)||
||2|c|-6..|(1/3,2/3,0)|(2/3,1/3,0)||
||1|b|-62m|(0,0,1/2)|||
||1|a|-62m|(0,0,0)|||
P -6 2 c|484|||||||
||12|i|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(x,y,-z+1/2)
|||||(-y,x-y,-z+1/2)|(-x+y,-x,-z+1/2)|(y,x,-z)|(x-y,-y,-z)
|||||(-x,-x+y,-z)|(y,x,z+1/2)|(x-y,-y,z+1/2)|(-x,-x+y,z+1/2)
||6|h|m..|(x,y,1/4)|(-y,x-y,1/4)|(-x+y,-x,1/4)|(y,x,3/4)
|||||(x-y,-y,3/4)|(-x,-x+y,3/4)||
||6|g|.2.|(x,0,0)|(0,x,0)|(-x,-x,0)|(x,0,1/2)
|||||(0,x,1/2)|(-x,-x,1/2)||
||4|f|3..|(1/3,2/3,z)|(1/3,2/3,-z+1/2)|(2/3,1/3,-z)|(2/3,1/3,z+1/2)
||4|e|3..|(0,0,z)|(0,0,-z+1/2)|(0,0,-z)|(0,0,z+1/2)
||2|d|-6..|(2/3,1/3,1/4)|(1/3,2/3,3/4)||
||2|c|-6..|(1/3,2/3,1/4)|(2/3,1/3,3/4)||
||2|b|-6..|(0,0,1/4)|(0,0,3/4)||
||2|a|32|(0,0,0)|(0,0,1/2)||
P 6/m 2/m 2/m|485|||||||
||24|r|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(-x,-y,z)
|||||(y,-x+y,z)|(x-y,x,z)|(y,x,-z)|(x-y,-y,-z)
|||||(-x,-x+y,-z)|(-y,-x,-z)|(-x+y,y,-z)|(x,x-y,-z)
|||||(-x,-y,-z)|(y,-x+y,-z)|(x-y,x,-z)|(x,y,-z)
|||||(-y,x-y,-z)|(-x+y,-x,-z)|(-y,-x,z)|(-x+y,y,z)
|||||(x,x-y,z)|(y,x,z)|(x-y,-y,z)|(-x,-x+y,z)
||12|q|m..|(x,y,1/2)|(-y,x-y,1/2)|(-x+y,-x,1/2)|(-x,-y,1/2)
|||||(y,-x+y,1/2)|(x-y,x,1/2)|(y,x,1/2)|(x-y,-y,1/2)
|||||(-x,-x+y,1/2)|(-y,-x,1/2)|(-x+y,y,1/2)|(x,x-y,1/2)
||12|p|m..|(x,y,0)|(-y,x-y,0)|(-x+y,-x,0)|(-x,-y,0)
|||||(y,-x+y,0)|(x-y,x,0)|(y,x,0)|(x-y,-y,0)
|||||(-x,-x+y,0)|(-y,-x,0)|(-x+y,y,0)|(x,x-y,0)
||12|o|.m.|(x,2x,z)|(-2x,-x,z)|(x,-x,z)|(-x,-2x,z)
|||||(2x,x,z)|(-x,x,z)|(2x,x,-z)|(-x,-2x,-z)
|||||(-x,x,-z)|(-2x,-x,-z)|(x,2x,-z)|(x,-x,-z)
||12|n|..m|(x,0,z)|(0,x,z)|(-x,-x,z)|(-x,0,z)
|||||(0,-x,z)|(x,x,z)|(0,x,-z)|(x,0,-z)
|||||(-x,-x,-z)|(0,-x,-z)|(-x,0,-z)|(x,x,-z)
||6|m|mm2|(x,2x,1/2)|(-2x,-x,1/2)|(x,-x,1/2)|(-x,-2x,1/2)
|||||(2x,x,1/2)|(-x,x,1/2)||
||6|l|mm2|(x,2x,0)|(-2x,-x,0)|(x,-x,0)|(-x,-2x,0)
|||||(2x,x,0)|(-x,x,0)||
||6|k|m2m|(x,0,1/2)|(0,x,1/2)|(-x,-x,1/2)|(-x,0,1/2)
|||||(0,-x,1/2)|(x,x,1/2)||
||6|j|m2m|(x,0,0)|(0,x,0)|(-x,-x,0)|(-x,0,0)
|||||(0,-x,0)|(x,x,0)||
||6|i|2mm|(1/2,0,z)|(0,1/2,z)|(1/2,1/2,z)|(0,1/2,-z)
|||||(1/2,0,-z)|(1/2,1/2,-z)||
||4|h|3m.|(1/3,2/3,z)|(2/3,1/3,z)|(2/3,1/3,-z)|(1/3,2/3,-z)
||3|g|mmm|(1/2,0,1/2)|(0,1/2,1/2)|(1/2,1/2,1/2)|
||3|f|mmm|(1/2,0,0)|(0,1/2,0)|(1/2,1/2,0)|
||2|e|6mm|(0,0,z)|(0,0,-z)||
||2|d|-6m2|(1/3,2/3,1/2)|(2/3,1/3,1/2)||
||2|c|-6m2|(1/3,2/3,0)|(2/3,1/3,0)||
||1|b|6/mmm|(0,0,1/2)|||
||1|a|6/mmm|(0,0,0)|||
P 6/m 2/c 2/c|486|||||||
||24|m|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(-x,-y,z)
|||||(y,-x+y,z)|(x-y,x,z)|(y,x,-z+1/2)|(x-y,-y,-z+1/2)
|||||(-x,-x+y,-z+1/2)|(-y,-x,-z+1/2)|(-x+y,y,-z+1/2)|(x,x-y,-z+1/2)
|||||(-x,-y,-z)|(y,-x+y,-z)|(x-y,x,-z)|(x,y,-z)
|||||(-y,x-y,-z)|(-x+y,-x,-z)|(-y,-x,z+1/2)|(-x+y,y,z+1/2)
|||||(x,x-y,z+1/2)|(y,x,z+1/2)|(x-y,-y,z+1/2)|(-x,-x+y,z+1/2)
||12|l|m..|(x,y,0)|(-y,x-y,0)|(-x+y,-x,0)|(-x,-y,0)
|||||(y,-x+y,0)|(x-y,x,0)|(y,x,1/2)|(x-y,-y,1/2)
|||||(-x,-x+y,1/2)|(-y,-x,1/2)|(-x+y,y,1/2)|(x,x-y,1/2)
||12|k|..2|(x,2x,1/4)|(-2x,-x,1/4)|(x,-x,1/4)|(-x,-2x,1/4)
|||||(2x,x,1/4)|(-x,x,1/4)|(-x,-2x,3/4)|(2x,x,3/4)
|||||(-x,x,3/4)|(x,2x,3/4)|(-2x,-x,3/4)|(x,-x,3/4)
||12|j|.2.|(x,0,1/4)|(0,x,1/4)|(-x,-x,1/4)|(-x,0,1/4)
|||||(0,-x,1/4)|(x,x,1/4)|(-x,0,3/4)|(0,-x,3/4)
|||||(x,x,3/4)|(x,0,3/4)|(0,x,3/4)|(-x,-x,3/4)
||12|i|2..|(1/2,0,z)|(0,1/2,z)|(1/2,1/2,z)|(0,1/2,-z+1/2)
|||||(1/2,0,-z+1/2)|(1/2,1/2,-z+1/2)|(1/2,0,-z)|(0,1/2,-z)
|||||(1/2,1/2,-z)|(0,1/2,z+1/2)|(1/2,0,z+1/2)|(1/2,1/2,z+1/2)
||8|h|3..|(1/3,2/3,z)|(2/3,1/3,z)|(2/3,1/3,-z+1/2)|(1/3,2/3,-z+1/2)
|||||(2/3,1/3,-z)|(1/3,2/3,-z)|(1/3,2/3,z+1/2)|(2/3,1/3,z+1/2)
||6|g|2/m..|(1/2,0,0)|(0,1/2,0)|(1/2,1/2,0)|(0,1/2,1/2)
|||||(1/2,0,1/2)|(1/2,1/2,1/2)||
||6|f|222|(1/2,0,1/4)|(0,1/2,1/4)|(1/2,1/2,1/4)|(1/2,0,3/4)
|||||(0,1/2,3/4)|(1/2,1/2,3/4)||
||4|e|6..|(0,0,z)|(0,0,-z+1/2)|(0,0,-z)|(0,0,z+1/2)
||4|d|-6..|(1/3,2/3,0)|(2/3,1/3,0)|(2/3,1/3,1/2)|(1/3,2/3,1/2)
||4|c|3.2|(1/3,2/3,1/4)|(2/3,1/3,1/4)|(2/3,1/3,3/4)|(1/3,2/3,3/4)
||2|b|6/m..|(0,0,0)|(0,0,1/2)||
||2|a|622|(0,0,1/4)|(0,0,3/4)||
P 63/m 2/c 2/m|487|||||||
||24|l|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(-x,-y,z+1/2)
|||||(y,-x+y,z+1/2)|(x-y,x,z+1/2)|(y,x,-z+1/2)|(x-y,-y,-z+1/2)
|||||(-x,-x+y,-z+1/2)|(-y,-x,-z)|(-x+y,y,-z)|(x,x-y,-z)
|||||(-x,-y,-z)|(y,-x+y,-z)|(x-y,x,-z)|(x,y,-z+1/2)
|||||(-y,x-y,-z+1/2)|(-x+y,-x,-z+1/2)|(-y,-x,z+1/2)|(-x+y,y,z+1/2)
|||||(x,x-y,z+1/2)|(y,x,z)|(x-y,-y,z)|(-x,-x+y,z)
||12|k|..m|(x,0,z)|(0,x,z)|(-x,-x,z)|(-x,0,z+1/2)
|||||(0,-x,z+1/2)|(x,x,z+1/2)|(0,x,-z+1/2)|(x,0,-z+1/2)
|||||(-x,-x,-z+1/2)|(0,-x,-z)|(-x,0,-z)|(x,x,-z)
||12|j|m..|(x,y,1/4)|(-y,x-y,1/4)|(-x+y,-x,1/4)|(-x,-y,3/4)
|||||(y,-x+y,3/4)|(x-y,x,3/4)|(y,x,1/4)|(x-y,-y,1/4)
|||||(-x,-x+y,1/4)|(-y,-x,3/4)|(-x+y,y,3/4)|(x,x-y,3/4)
||12|i|..2|(x,2x,0)|(-2x,-x,0)|(x,-x,0)|(-x,-2x,1/2)
|||||(2x,x,1/2)|(-x,x,1/2)|(-x,-2x,0)|(2x,x,0)
|||||(-x,x,0)|(x,2x,1/2)|(-2x,-x,1/2)|(x,-x,1/2)
||8|h|3..|(1/3,2/3,z)|(2/3,1/3,z+1/2)|(2/3,1/3,-z+1/2)|(1/3,2/3,-z)
|||||(2/3,1/3,-z)|(1/3,2/3,-z+1/2)|(1/3,2/3,z+1/2)|(2/3,1/3,z)
||6|g|m2m|(x,0,1/4)|(0,x,1/4)|(-x,-x,1/4)|(-x,0,3/4)
|||||(0,-x,3/4)|(x,x,3/4)||
||6|f|..2/m|(1/2,0,0)|(0,1/2,0)|(1/2,1/2,0)|(1/2,0,1/2)
|||||(0,1/2,1/2)|(1/2,1/2,1/2)||
||4|e|3.m|(0,0,z)|(0,0,z+1/2)|(0,0,-z+1/2)|(0,0,-z)
||4|d|3.2|(1/3,2/3,0)|(2/3,1/3,1/2)|(2/3,1/3,0)|(1/3,2/3,1/2)
||4|c|-6..|(1/3,2/3,1/4)|(2/3,1/3,3/4)|(2/3,1/3,1/4)|(1/3,2/3,3/4)
||2|b|-3.m|(0,0,0)|(0,0,1/2)||
||2|a|-62m|(0,0,1/4)|(0,0,3/4)||
P 63/m 2/m 2/c|488|||||||
||24|l|1|(x,y,z)|(-y,x-y,z)|(-x+y,-x,z)|(-x,-y,z+1/2)
|||||(y,-x+y,z+1/2)|(x-y,x,z+1/2)|(y,x,-z)|(x-y,-y,-z)
|||||(-x,-x+y,-z)|(-y,-x,-z+1/2)|(-x+y,y,-z+1/2)|(x,x-y,-z+1/2)
|||||(-x,-y,-z)|(y,-x+y,-z)|(x-y,x,-z)|(x,y,-z+1/2)
|||||(-y,x-y,-z+1/2)|(-x+y,-x,-z+1/2)|(-y,-x,z)|(-x+y,y,z)
|||||(x,x-y,z)|(y,x,z+1/2)|(x-y,-y,z+1/2)|(-x,-x+y,z+1/2)
||12|k|.m.|(x,2x,z)|(-2x,-x,z)|(x,-x,z)|(-x,-2x,z+1/2)
|||||(2x,x,z+1/2)|(-x,x,z+1/2)|(2x,x,-z)|(-x,-2x,-z)
|||||(-x,x,-z)|(-2x,-x,-z+1/2)|(x,2x,-z+1/2)|(x,-x,-z+1/2)
||12|j|m..|(x,y,1/4)|(-y,x-y,1/4)|(-x+y,-x,1/4)|(-x,-y,3/4)
|||||(y,-x+y,3/4)|(x-y,x,3/4)|(y,x,3/4)|(x-y,-y,3/4)
|||||(-x,-x+y,3/4)|(-y,-x,1/4)|(-x+y,y,1/4)|(x,x-y,1/4)
||12|i|.2.|(x,0,0)|(0,x,0)|(-x,-x,0)|(-x,0,1/2)
|||||(0,-x,1/2)|(x,x,1/2)|(-x,0,0)|(0,-x,0)
|||||(x,x,0)|(x,0,1/2)|(0,x,1/2)|(-x,-x,1/2)
||6|h|mm2|(x,2x,1/4)|(-2x,-x,1/4)|(x,-x,1/4)|(-x,-2x,3/4)
|||||(2x,x,3/4)|(-x,x,3/4)||
||6|g|.2/m.|(1/2,0,0)|(0,1/2,0)|(1/2,1/2,0)|(1/2,0,1/2)
|||||(0,1/2,1/2)|(1/2,1/2,1/2)||
||4|f|3m.|(1/3,2/3,z)|(2/3,1/3,z+1/2)|(2/3,1/3,-z)|(1/3,2/3,-z+1/2)
||4|e|3m.|(0,0,z)|(0,0,z+1/2)|(0,0,-z)|(0,0,-z+1/2)
||2|d|-6m2|(1/3,2/3,3/4)|(2/3,1/3,1/4)||
||2|c|-6m2|(1/3,2/3,1/4)|(2/3,1/3,3/4)||
||2|b|-6m2|(0,0,1/4)|(0,0,3/4)||
||2|a|-3m.|(0,0,0)|(0,0,1/2)||
